ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE
CHRM3	0	0	4
CHRM2	0	0	2
TUSC2	0	0	4
TUBB1	0	0	3
GTF2E1	0	0	27
JAKMIP2	0	0	1
GTF2E2	0	0	20
BZW2	0	0	3
JAKMIP1	0	0	1
BZW1	0	0	9
TRNAS2	0	0	1
PYCARD	0	0	3
TUBB6	0	0	1
TUBB3	1	1,00	15
C17orf79	0	0	1
Lin7b	0	0	1
C17orf70	0	0	4
AP3M1	0	0	3
WHSC1L1	0	0	1
IGFBP2	0	0	1
IGFBP1	0	0	1
SEMA6A	0	0	1
WFS1	0	0	1
IGFBP6	0	0	1
IGFBP5	0	0	10
IGFBP4	0	0	3
TNK2	0	0	6
IGFBP3	0	0	16
ADAP2	0	0	3
ADAP1	0	0	9
RHEB	0	0	12
DNMT1	0	0	26
RAD9A	0	0	16
Brsk1	0	0	1
RAD9B	0	0	4
CLSTN1	0	0	3
RTKN2	0	0	1
RHOBTB2	0	0	1
RHOBTB3	0	0	1
KIAA0776	0	0	2
TNK1	0	0	2
CEP350	0	0	1
GYG1	0	0	6
IGFBP7	0	0	5
GYG2	0	0	3
TRIT1	0	0	1
ELAC2	0	0	3
CDC42BPG	0	0	3
CFLAR	0	0	24
ASMTL	0	0	1
CDC42BPB	0	0	6
CDC42BPA	0	0	1
NIPSNAP1	0	0	7
RPL37A	0	0	2
SERPINI1	0	0	1
SERPINI2	0	0	1
SERINC3	0	0	8
GTF2A1	0	0	23
GTF2A2	0	0	4
FECH	0	0	3
DAGLB	0	0	1
TNKS	0	0	8
USHBP1	1	0	33
MAPKAP1	0	0	6
LMBR1L	0	0	1
ITPR2	0	0	1
ITPR3	0	0	9
ITPR1	0	0	21
METTL13	0	0	1
RAD21	0	0	7
PSAP	0	0	5
RPL36A	0	0	2
SKIL	0	0	11
COS111	0	0	1
Hoxa11	0	0	1
ADRM1	0	0	10
RPL35A	0	0	3
BOLA1	0	0	1
Sh3kbp1	0	0	1
TRNAN1	0	0	3
RAD50	0	0	23
RAD53	0	0	1
RAD51	0	0	35
LAGE3	0	0	1
RAD52	0	0	6
Ifi204	0	0	1
SFTPA1	0	0	2
TNP2	0	0	1
SYCP3	0	0	3
Atp5h	0	0	1
SLC24A1	0	0	1
SEMA3F	0	0	1
INO4	0	0	1
Cd244	0	0	1
PSD3	0	0	2
PSD2	0	0	2
TNNI2	0	0	2
TNNI3	0	0	6
WDR82P1	0	0	4
SH3D19	0	0	3
CTNNAL1	0	0	1
STK32C	0	0	1
TNNI1	0	0	3
Fbxl12	0	0	1
SKN7	0	0	1
EBF1	0	0	2
RUNX1	0	0	30
CIDEB	0	0	3
EBF2	0	0	1
PSG1	0	0	1
EBF3	0	0	1
CIDEA	0	0	2
RUNX3	0	0	15
RUNX2	0	0	22
CCT6B	0	0	1
PSG9	0	0	2
CCT6A	0	0	14
MARCO	0	0	2
C6orf211	0	0	1
Arhgef7	0	0	4
Arhgef6	0	0	4
TP53RK	0	0	3
RWDD4A	0	0	1
RAD54B	0	0	15
DPCD	0	0	2
SAP130	0	0	18
CHAC1	0	0	1
NTSR1	0	0	1
TBL1X	0	0	19
LY6G6F	0	0	2
TIPIN	0	0	3
PTGDS	0	0	1
IL17RA	0	0	2
INSR	4	0	37
TMEM50A	0	0	1
SLC11A2	0	0	2
CAMLG	0	0	3
PAPPA	0	0	3
NMBR	0	0	1
Ptk2	0	0	2
CMBL	0	0	5
TUBG2	0	0	1
TUBG1	0	0	14
UCHL3	0	0	5
SRPK1	0	0	8
UCHL5	0	0	36
SRPK2	0	0	9
IL17RB	0	0	2
ARFGAP1	0	0	3
ALDH7A1	0	0	2
Dync1i1	0	0	1
TNNT1	0	0	11
DMRTC2	0	0	1
TNNT2	0	0	2
TNNT3	0	0	3
GRWD1	0	0	4
Etl4	0	0	2
Arhgef1	0	0	3
RWDD2B	0	0	1
DNALI1	0	0	2
TNS1	0	0	3
DMRTB1	0	0	9
DPF2	0	0	5
C6orf204	0	0	1
TNS4	0	0	1
SKP1	0	0	37
SKP2	0	0	39
RHOA	0	0	73
SIGLEC11	0	0	2
RHOH	0	0	5
NME3	0	0	3
NME4	0	0	2
AP3B2	0	0	2
NME5	0	0	2
Apba1	0	0	1
AP3B1	0	0	7
RHOG	0	0	8
Apba2	0	0	1
RHOD	0	0	4
NME1	0	0	17
RHOB	0	0	5
RHOC	0	0	4
NME2	0	0	22
RAD51C	0	0	5
RHOQ	0	0	11
CEACAM1	0	0	5
NME7	0	0	5
CEACAM8	0	0	1
GKAP1	0	0	2
RHOJ	0	0	2
CEACAM5	0	0	2
CAMK1	0	0	3
CLPTM1L	0	0	1
DAZAP2	1	0	37
OPRD1	0	0	6
DAZAP1	0	0	2
TRNAG1	0	0	1
GYPC	0	0	1
EBI3	0	0	4
Apbb1	0	0	3
ADRB1	0	0	3
NMD3	0	0	2
ADRB2	16	1,00	14
Apbb2	0	0	2
ADRB3	0	0	1
CCBP2	0	0	7
Bcl2l11	0	0	6
ZMYM2	0	0	18
Dync1h1	0	0	1
UCHL1	0	0	13
ZMYM3	0	0	2
DPH1	0	0	5
PCF11	0	0	1
NKIRAS1	0	0	1
ZMYM4	0	0	3
ZMYM6	0	0	1
CAMKV	0	0	1
RANBP3	0	0	6
RANBP2	0	0	27
SUZ12	0	0	19
TPD52	0	0	4
RANBP1	0	0	4
C1GALT1	0	0	1
AP3D1	0	0	2
RANBP9	0	0	22
RSL1D1	0	0	3
Rit1	0	0	1
LLGL1	0	0	3
GHRL	0	0	1
ZNF354A	0	0	1
RAB3GAP2	0	0	2
RAB3GAP1	0	0	6
RYR2	0	0	15
HRSP12	0	0	1
FEN1	0	0	15
RYR3	0	0	2
RYR1	0	0	7
INVS	0	0	2
GYS1	0	0	9
OPI3	0	0	1
ESM1	0	0	1
LCMT1	0	0	1
Git2	0	0	1
Git1	0	0	2
NPY1R	0	0	2
ARHGAP29	0	0	5
ARHGAP27	0	0	3
ARHGAP26	0	0	4
DPM1	0	0	4
DPM2	0	0	2
ARHGAP33	0	0	1
DPM3	0	0	1
ARHGAP32	0	0	21
GNPDA1	0	0	1
ARHGAP31	0	0	1
TP53I3	0	0	4
AIPL1	0	0	1
C14orf129	0	0	1
Cdkn1b	0	0	1
STEAP3	0	0	2
ULBP2	0	0	1
Prpf4	0	0	1
CCBL2	0	0	1
Ube2m	0	0	2
Ube2k	0	0	1
PBLD	0	0	2
CMIP	0	0	1
Ube2o	0	0	3
CASKIN1	0	0	1
Ube2i	0	0	7
S1PR1	0	0	7
S1PR4	0	0	2
MYH13	0	0	1
KNTC1	0	0	2
S1PR3	0	0	1
MYH10	2	0	12
MYH11	0	0	4
S1PR5	0	0	1
REPS1	0	0	2
REPS2	0	0	4
SMAD3	1	0	105
PDIA4	0	0	3
SMAD2	0	0	87
PDIA3	0	0	6
SMAD5	0	0	12
PDIA2	0	0	3
SMAD4	0	0	101
PSPN	0	0	1
SMAD1	0	0	36
RAP1GAP2	0	0	2
SKY1	0	0	1
IPCEF1	0	0	4
TDRD7	0	0	3
ESR1	0	0	158
SMAD7	0	0	41
ESR2	0	0	40
SMAD6	0	0	18
SMAD9	0	0	2
PDIA6	0	0	3
CMK1	0	0	1
C14orf147	0	0	1
ARHGAP10	0	0	3
DNMBP	0	0	14
Uba1	0	0	1
RADIL	0	0	10
SRPRB	0	0	8
EBPL	0	0	1
Efna1	0	0	1
CRISP3	0	0	1
PSP1	0	0	1
ARHGAP18	0	0	1
ARHGAP17	0	0	14
AGER	0	0	1
CSF2RA	0	0	3
CSF2RB	0	0	11
ARHGAP15	0	0	2
ARHGAP23	0	0	3
ARHGAP21	0	0	1
PDZD3	0	0	3
C14orf135	0	0	1
PDZD2	0	0	3
MAN2A2	0	0	5
MARK1	0	0	4
MARK4	0	0	15
MARK3	0	0	19
MARK2	0	0	28
PSPH	0	0	3
C14orf139	0	0	4
Mkl1	0	0	1
Mkl2	0	0	1
NAP1L4	0	0	8
OPRM1	0	0	5
NAP1L2	0	0	1
NAP1L1	0	0	2
NAP1L5	0	0	9
Etv6	0	0	1
Srcin1	0	0	1
JMY	0	0	1
ITGB1BP1	0	0	6
PIKFYVE	0	0	2
C10orf119	0	0	4
ITGB1BP3	0	0	2
C10orf118	0	0	1
Rasa1	0	0	1
NCAM1	0	0	4
NCALD	0	0	2
MTIF2	0	0	1
OPRL1	0	0	1
DPP1	0	0	1
DPP3	0	0	1
DPP4	0	0	1
ERBB4	2	0	24
MLANA	0	0	3
ERBB2	0	0	34
BDKRB1	0	0	1
ERBB3	0	0	26
MAN2C1	0	0	1
BDKRB2	0	0	2
MADCAM1	0	0	1
Rasd2	0	0	8
LGI1	0	0	2
PTGIR	0	0	1
RWDD1	0	0	3
OPRK1	0	0	2
KCTD3	0	0	3
KCTD4	0	0	1
SHCBP1	0	0	5
KCTD5	0	0	4
KCTD6	0	0	1
SGPP1	0	0	1
FMNL2	0	0	1
C14orf102	0	0	1
FMNL3	0	0	1
FMNL1	0	0	4
Axin1	0	0	6
Ina	0	0	1
SSBP1	0	0	1
SSBP2	0	0	5
SSBP3	0	0	7
SSBP4	0	0	5
C14orf106	0	0	1
Mapk1	0	0	3
LRIG1	0	0	7
HEXIM2	0	0	2
CASP8AP2	0	0	7
NIPSNAP3A	0	0	4
HEXIM1	0	0	8
FNBP4	0	0	4
FNBP1	0	0	13
LOC613037	0	0	3
ANKFY1	0	0	6
Eps15l1	0	0	6
BTBD12	0	0	24
LNPEP	0	0	3
BTBD10	0	0	1
MTHFD2	0	0	2
SPINT2	0	0	1
FEZ1	1	1,00	40
SPINT1	0	0	1
FEZ2	0	0	16
ZC3H11A	0	0	1
MTHFD1	0	0	3
CIAPIN1	0	0	2
GAGE5	0	0	1
OPTN	0	0	5
Erbb2	0	0	1
IFT172	0	0	2
EWSR1	1	0	129
TOB2	0	0	1
TOB1	0	0	14
KIAA0240	0	0	1
DPYSL2	0	0	5
PRPSAP1	0	0	10
DPYSL4	0	0	1
SNX27	0	0	2
Pdzk1	0	0	1
CREBBP	0	0	137
TOE1	0	0	7
JAG1	0	0	4
SAP30BP	0	0	3
JAG2	0	0	4
TEX10	0	0	3
Wdr61	0	0	3
TEX11	0	0	23
PBX3	0	0	4
PBX2	0	0	1
PBX1	5	1,00	14
Stat5b	0	0	1
PLSCR1	14	1,00	68
PLSCR4	0	0	4
PLSCR3	0	0	3
KIAA1598	0	0	1
CHST1	0	0	1
LGMN	0	0	1
MRVI1	0	0	2
NANOG	0	0	3
HLA-DRB3	0	0	1
NMT1	0	0	4
HLA-DRB1	0	0	2
MEPCE	1	0	165
ITSN1	0	0	17
NCAPG2	0	0	1
ITSN2	0	0	9
TEX28	0	0	1
Stat5a	0	0	1
DEDD2	0	0	9
SLA2	0	0	5
ZC3H12A	0	1,00	2
JUB	0	0	5
LOH12CR1	0	0	1
NKX3-1	0	0	3
PSY3	0	0	1
LOC147791	0	0	1
LTA4H	0	0	5
NKX3-2	0	0	6
DUSP5	0	0	1
DUSP6	0	0	5
DUSP3	0	0	3
JUN	1	0	107
DUSP4	0	1,00	4
DUSP1	0	0	9
JUP	0	0	35
RING1	0	0	27
DUSP2	0	0	1
DCBLD2	0	0	1
AGO4	0	0	1
PAFAH1B1	0	0	14
CCDC7	0	0	2
CCDC6	0	0	2
AGO1	0	0	1
Itk	0	0	2
PAFAH1B3	0	0	30
pin1b	0	0	1
PAFAH1B2	0	0	11
SLBP	0	0	2
IL18BP	0	0	1
ZC3HAV1	0	0	1
FAM113A	0	0	3
ECHS1	0	0	4
KIAA0284	0	0	1
CASP14	0	0	8
PPP2R4	0	0	6
CASP12	0	0	2
CASP10	0	0	30
AP4S1	0	0	1
ATAD2	0	0	1
ATAD1	0	0	2
RIC1	0	0	1
IFT140	0	0	1
C10orf2	0	0	2
SNX22	0	0	1
KIR3DL2	0	0	1
SNX20	0	0	2
MYBBP1A	0	0	8
SNX17	0	0	6
APEX2	0	0	8
SNX15	0	0	1
AGPS	0	0	2
SHKBP1	0	0	3
APEX1	0	0	13
SDHAF2	0	0	4
NCAPD2	0	0	4
NCAPD3	0	0	1
PTPRCAP	0	0	2
Wdr13	0	0	1
SNX13	0	0	1
FAM115A	0	0	3
FGFR1OP2	0	0	11
AGR3	0	0	3
AGR2	0	0	5
JAK3	1	0	16
JAK1	0	0	40
JAK2	0	0	58
Atp1b1	0	0	1
CTNNBIP1	0	0	13
Tpm2	0	0	1
BFSP1	0	0	1
Usp8	1	0	5
SDCBP2	0	0	7
Ndufv1	0	0	1
Ndufv2	0	0	1
YGR130C	0	0	1
UQCRQ	0	0	1
RINT1	0	0	3
SRSF3	0	0	10
SRSF4	0	0	6
SRSF5	0	0	7
SRSF6	0	0	8
SRSF7	0	0	3
AGRP	0	0	1
SRSF9	0	0	9
ARL8B	0	0	2
AGRN	0	0	1
Il6st	0	0	3
SRSF1	0	0	29
SRSF2	0	0	10
URM1	0	0	2
Fgd6	0	0	1
LAPTM4A	0	0	1
SRBD1	0	0	2
JAM2	0	0	2
RG9MTD1	0	0	1
JAM3	0	0	3
Ppp3cc	0	0	2
PCYT2	0	0	1
PCA1	0	0	1
LY86	0	0	1
INADL	0	0	3
LOXHD1	0	0	1
SH3BP5L	0	0	2
Lhx9	0	0	2
Csnk1e	0	0	1
GRIA2	0	0	11
TRIM72	0	0	1
GRIA3	0	0	4
TRIM74	0	0	2
GRIA1	0	0	12
RNU2-1	0	0	2
UQCRB	0	0	2
RIF1	0	0	2
HLJ1	0	0	1
PKMYT1	0	0	2
EFEMP1	0	0	2
EFEMP2	0	0	28
UROD	0	0	1
LGTN	0	0	1
TRIM69	0	0	2
TOM1	0	0	4
Nfkb1	0	0	2
TRIM65	0	0	1
KIR3DX1	0	0	1
GRIA4	0	0	6
TRIM68	0	0	3
TRIM63	0	0	30
Smap1	0	0	1
EIF2AK2	0	0	21
TXNL1	0	0	2
TNFRSF19	0	0	4
EIF2AK4	0	0	1
EIF2AK3	0	0	5
pop-1	0	0	1
TNFRSF1A	0	0	49
TNFRSF1B	1	0	13
ARL4D	0	0	12
TNFRSF21	0	0	1
DBNDD2	0	0	1
KIAA1539	0	0	1
Su(fu)	0	0	1
ERBB2IP	0	0	22
SMCR7	0	0	3
ETF1	0	0	6
DCTPP1	0	0	3
SMCR8	0	0	1
TOP1	0	0	18
TRIM54	0	0	3
Tppp	0	0	1
ARL4A	0	0	1
TRIM55	0	0	6
TNFRSF25	0	0	5
TRIM56	0	0	1
Csnk1d	0	0	2
UFD1L	0	0	11
Ubr5	0	0	1
LY96	0	0	2
Ndufs2	0	0	1
Ndufs1	0	0	1
Ndufs4	0	0	1
Ndufs3	0	0	1
TNFRSF17	0	0	4
TRIM47	0	0	1
Ndufs5	0	0	1
TNFRSF18	0	0	3
Ndufs8	0	0	1
Ndufs7	0	0	1
TRIM43	0	0	6
IP6K2	0	0	1
TNFRSF14	0	0	13
IP6K1	0	0	2
TRIM46	0	0	4
TRIM41	0	0	7
GRID2	0	0	7
GZMB	0	0	2
GZMA	0	0	2
CABLES1	0	0	1
CABLES2	0	0	4
KIAA0232	0	0	3
Ubtf	0	0	1
KIAA0226	0	0	3
TXNIP	0	0	5
TRIM36	0	0	1
TRIM37	0	0	33
TRIM38	0	0	1
TRIM39	0	0	17
TRIM32	0	0	12
NTF2A	0	0	1
TRIM33	0	0	2
NTF2B	0	0	1
TRIM34	0	0	2
TRIM35	0	0	8
KAZ	0	0	1
KIR3DS1	0	0	1
Atp1a1	0	0	1
TRIM31	0	0	11
HLN2	0	0	1
PTEN	0	0	19
ETFA	0	0	3
AP4M1	0	0	3
TRIM29	0	0	32
TRIM25	1	0	19
UBQLN2	0	0	6
UBQLN1	0	0	30
TRIM26	0	0	5
TRIM27	0	0	40
TRIM28	0	0	41
ARL5A	0	0	4
TRIM21	1	0	13
TRIM22	0	0	3
TRIM23	0	0	24
UBQLN4	0	0	18
TRIM24	0	0	19
ARL11	0	0	1
C16orf74	0	0	2
ARL15	0	0	13
C16orf70	0	0	1
GIN1	0	0	1
ECH1	0	0	5
CNBP	0	0	27
MED13L	0	0	6
SLPI	14	1,00	2
TRIM15	0	0	8
TRIM17	0	0	7
RIN2	0	0	2
RIN3	0	0	3
ROPN1	0	0	1
TRIM11	0	0	3
TP53	1	0	298
RIN1	0	0	6
Cct6a	0	0	1
HM13	0	0	1
Cdc42bpb	0	0	2
MTHFSD	0	0	3
E2F1	0	0	52
E2F2	0	0	11
KDR	0	0	16
E2F3	0	0	13
E2F4	0	0	18
E2F5	0	0	5
RIM4	0	0	1
E2F6	0	0	14
RILP	0	0	1
E2F7	0	0	1
E2F8	0	0	2
GIP2	0	0	1
ERD10	0	0	1
C16orf59	0	0	2
PTK6	0	0	4
PTK2	0	0	65
C16orf53	0	0	3
TP73	1	0	59
KEL	0	0	1
CYTSA	0	0	2
Schip1	0	0	1
NDUFAF3	0	0	1
PTPLAD1	0	0	8
NDUFAF1	0	0	2
MON1B	0	0	1
TTBK1	0	0	4
TNFRSF6B	0	0	4
HLR1	0	0	1
ICAM3	0	0	3
C16orf48	0	0	12
ICAM5	0	0	2
IKZF1	0	0	25
Rps10	0	0	1
IKZF2	0	0	8
IKZF3	0	0	13
Calm1	0	0	1
ACTR3B	0	0	12
C16orf45	0	0	1
IKZF4	0	0	13
ICAM1	0	1,00	5
IKZF5	0	0	5
TTBK2	0	0	1
MED12L	0	0	1
ICAM2	0	0	3
SYNCRIP	0	0	23
DECR1	0	0	1
TP63	0	0	32
COX6C	0	0	2
CTTNBP2NL	0	0	16
TOX4	0	0	1
PTMA	0	0	8
ARHGEF4	0	0	4
ARHGEF5	0	0	1
ARHGEF2	0	0	9
ARHGEF3	0	0	2
SLU7	0	0	2
ARHGEF9	0	0	4
ARHGEF6	0	0	2
GIS1	0	0	1
ATPAF1	0	0	2
ARHGEF7	0	0	10
IL18R1	0	0	2
GIPR	0	0	1
HIBADH	0	0	2
ARHGEF1	0	0	11
GRIK5	0	0	7
GRIK2	0	0	10
GRIK3	0	0	4
KHK	0	0	10
ACTR1A	0	0	5
GRIK1	0	0	5
PPP3CA	0	0	11
SLT2	0	0	1
PPP3CB	0	0	2
PPP3CC	0	0	1
HLTF	0	0	9
UIMC1	0	0	38
ORMDL3	0	0	2
PHGDH	0	0	1
PCK1	1	0	1
LYAR	0	0	29
SPRYD3	0	0	1
SPRYD5	0	0	3
FAM5C	0	0	1
KIN	0	0	2
SGSM2	0	0	14
RIT2	0	0	5
KIT	0	0	34
RIT1	0	0	9
SEMG1	0	0	1
SGSM3	0	0	1
SEMG2	0	0	1
AHCY	0	0	3
COX5A	0	0	2
AP4E1	0	0	4
NRPD1b	0	0	1
NUP188	0	0	5
COX5B	0	0	2
HERPUD1	0	0	13
PCLO	0	0	3
PCM1	0	0	12
GIT2	0	0	5
GIT1	0	0	35
FBXW11	1	0	32
SPINK7	0	0	8
NUP170	0	0	1
TYROBP	0	0	5
GRIN1	0	0	6
SLFN11	0	0	1
POLE2	0	0	6
POLE3	0	0	6
POLE4	0	0	1
CNTN2	0	0	23
CNTN1	0	0	7
PCNA	0	0	74
CELSR1	0	0	1
PRUNE	0	0	1
PRDM4	0	0	2
PRDM1	1	1,00	10
PRDM2	0	0	2
NUP160	0	0	6
CELSR3	0	0	1
GRIP1	0	0	19
TIMM50	0	0	7
GRIP2	0	0	4
SLX5	0	0	3
PCNX	0	0	1
PCNT	0	0	5
SLX8	0	0	2
C6orf165	0	0	4
TTC35	0	0	2
PCID2	0	0	2
YKL100C	0	0	1
NUP153	0	0	17
AP4B1	0	0	3
TIMM44	0	0	4
NUP155	0	0	4
MKRN1	0	0	2
MKRN2	0	0	1
MKRN3	0	0	17
UBA4	0	0	2
UBA3	0	0	5
UBA2	0	0	11
UBA1	0	0	16
Aurkb	0	0	1
TSG101	0	0	37
kpna2	1	0	1
COX17	0	0	9
NUP145	0	0	1
PODXL2	0	0	1
GLYAT	0	0	3
ETS1	0	0	14
ETS2	0	0	9
PTRF	0	0	4
CNN1	0	0	4
COX15	0	0	1
C6orf167	0	0	2
TTC15	0	0	1
MKKS	0	0	4
TTC14	0	0	1
Ndufb3	0	0	1
MKL1	0	0	3
MKL2	0	0	2
SHROOM3	0	0	1
Ndufb5	0	0	1
ETV1	0	0	6
Ndufb4	0	0	1
Ndufb7	0	0	1
ETV2	0	0	1
NUP133	0	0	7
Ndufb6	0	0	1
OLIG3	0	0	1
Ndufb9	0	0	1
TTC19	0	0	1
YY1AP1	0	0	2
ETV4	0	0	1
Ndufb8	0	0	1
ETV5	0	0	1
ETV6	0	0	12
ETV7	0	0	2
POLA1	0	0	12
POLA2	0	0	26
Xrcc6	0	0	1
COL7A1	0	0	7
Xrcc5	0	0	1
BNIPL	0	0	8
TTC27	0	0	2
TTC25	0	0	1
Ndufc2	0	0	1
Nono	0	0	2
TNFAIP8	0	0	3
EEF1DP3	0	0	1
UBA7	0	0	1
UBA6	0	0	2
UBA5	0	0	36
TNFAIP6	0	0	1
TNFAIP3	13	1,00	30
LMNB1	0	0	12
NUP120	0	0	1
SLC3A2	0	0	8
Poldip3	0	0	1
TNFAIP1	0	0	1
TTC28	0	0	1
NT5C2	0	0	5
LMNB2	0	0	2
Mast1	0	0	1
FYCO1	0	0	18
NPBWR1	0	0	2
TRDMT1	0	0	9
ECT2	0	0	4
CYTIP	0	0	1
TIMM8B	0	0	1
TIMM8A	0	0	4
TPBG	0	0	1
Polr1b	0	0	1
USF2	0	0	15
USF1	0	0	5
ERCC1	0	0	5
SMUG1	0	0	2
LOC344382	0	0	2
Sstr2	0	0	3
ERCC4	0	0	9
ERCC5	0	0	6
ERCC2	0	0	10
ERCC3	0	0	19
ERCC8	0	0	6
ERCC6	0	0	4
NACAP1	0	0	2
Polr2a	0	0	2
NUP107	0	0	9
UBC8	0	0	1
Ndufa2	0	0	1
UBC7	0	0	1
Ndufa6	0	0	1
Ndufa5	0	0	1
Ndufa8	0	0	1
USE1	0	0	1
Ndufa9	0	0	1
CYTH4	0	0	1
POLD4	0	0	1
CYTH3	0	0	3
LYL1	1	0	6
CAND1	0	0	14
CAND2	0	0	2
POLD1	0	0	8
POLD2	0	0	4
CNR1	0	0	3
POLD3	0	0	5
PTK2B	3	0	48
BNIP2	0	0	7
BNIP3	0	0	7
DIP2B	0	0	1
DIP2C	0	0	1
BNIP1	0	0	3
Nos1	0	0	1
Nphs2	0	0	2
Nphs1	0	0	1
CYTH2	0	0	10
CYTH1	0	0	5
DUS4L	0	0	1
PCGF6	0	0	5
NUP214	0	0	18
WDR75	0	0	1
WDR76	0	0	2
ARMC8	0	0	1
NUP210	0	0	2
WDR74	0	0	1
WDR77	0	0	15
Oc90	0	0	1
HIST3H3	0	0	14
PHF5A	0	0	5
ARMC6	0	0	3
WDR82	0	0	5
ARMC7	0	0	2
PI4K2B	0	0	1
PI4K2A	0	0	2
NUP205	0	0	9
CNTF	0	0	8
PRSS1	0	0	2
ADCY5	0	0	3
WDR62	0	0	5
ADCY2	0	0	1
ADCY6	0	0	2
ZMIZ1	0	0	3
CNST	0	0	1
ZMIZ2	0	0	6
FAM120B	0	0	1
WDR70	0	0	1
LUC7L	0	0	4
NCSTN	0	0	6
PRSS3	0	0	1
FDFT1	0	0	9
SMCP	0	0	2
NDFIP1	0	0	1
Pard6a	0	0	1
WDR59	0	0	2
NDFIP2	0	0	3
WDR53	0	0	1
PARD3	0	0	13
FAM124A	0	0	3
HCFC1	0	0	42
rnf138	0	0	1
HCFC2	0	0	6
UBI4	0	0	6
GJB1	0	0	3
FAM123B	0	0	5
GJB2	0	0	1
WDR61	0	0	5
Sytl1	0	0	1
WDR5B	0	0	3
YGR015C	0	0	1
KEM1	0	0	1
MKS1	0	0	1
FANK1	0	0	1
WDR48	0	0	60
Glud1	0	0	1
AYR1	0	0	1
BCL10	2	0	19
SMC6	0	0	2
SMC4	0	0	4
ARPP19	0	0	2
WDR47	0	0	1
SMC5	0	0	1
WDR44	0	0	1
SMC2	0	0	6
SMC3	0	0	32
WDR45	0	0	2
FAM122B	0	0	2
GJA1	0	0	9
PLAC8	0	0	1
BLOC1S1	0	0	6
GJA3	0	0	2
BLOC1S2	0	0	8
POM121C	0	0	1
BLOC1S3	0	0	6
Jub	0	0	1
MLST8	0	0	4
GJA5	0	0	2
GJA8	0	0	1
WDR37	0	0	1
TPI1	0	0	4
PHF10	0	0	5
Trim3	0	0	1
PHF12	0	0	3
WDR36	0	0	3
WDR33	0	0	12
KIAA0174	0	0	1
GJD3	0	0	1
PHF15	0	0	7
PHF14	0	0	2
PHF17	0	0	8
PHF16	0	0	3
Asna1	0	0	1
WDR26	0	0	4
TPH1	0	0	1
SEL1L	0	0	5
PHF23	0	0	1
WDR20	0	0	16
WDR24	0	0	2
WDR25	0	0	1
Oaz1	0	0	1
XKRY	0	0	1
FAM124B	0	0	5
Tomm22	0	0	1
RPS15A	0	0	2
HLA-DQA1	0	0	5
WDR18	0	0	1
HELLS	0	0	4
SLC17A1	0	0	1
AHSG	0	0	3
CHD1L	0	0	24
FAM128A	0	0	1
SYVN1	0	0	15
KIDINS220	0	0	1
WDR11	0	0	1
WDR12	0	0	1
AHRR	0	0	2
USO1	0	0	15
SMG5	0	0	1
NDUFA13	0	0	1
SMG1	0	0	6
NDUFA10	0	0	1
Fam82a2	0	0	1
KIAA0182	0	0	7
LYST	0	0	23
IPK1	0	0	1
FAM127B	0	0	2
SMG6	0	0	1
SMG7	0	0	1
Tomm40	0	0	1
PPP1R2	0	0	6
UBL7	0	0	2
ARFRP1	0	0	1
UBL5	0	0	4
NAMPT	0	0	3
PPP1R7	0	0	3
PPP1R8	0	0	16
PCGF1	0	0	9
PCGF2	0	0	15
CPSF3L	0	0	3
Caskin1	0	0	1
AHSP	0	0	2
UVRAG	1	0	8
USP8	0	0	26
Tubb6	0	0	1
USP7	0	0	58
Tubb4	0	0	1
USP6	0	0	3
Tubb5	0	0	2
TPM4	0	0	3
USP5	0	0	7
USP4	0	0	27
TPM3	0	0	5
Tubb3	0	0	1
USP3	0	0	20
TPM2	0	0	3
PPP1CA	0	0	27
PPP1CB	0	0	16
EDAR	0	0	2
MORF4L1	0	0	7
MORF4L2	0	0	6
C20orf94	0	0	14
PARK2	0	0	53
HEM12	0	0	1
FAM129B	0	0	1
PARK7	0	0	8
FGD1	0	0	1
PYGO1	0	0	3
PPP1CC	0	0	13
TPM1	0	0	6
USP2	0	0	11
USP1	1	0	23
Ppp2ca	0	0	1
FANCI	0	0	15
OSBPL9	0	0	12
SWAP70	0	0	3
FANCL	0	0	6
OSBPL8	0	0	1
OSBPL6	0	0	1
FANCM	0	0	16
OSBPL5	0	0	1
OSBPL3	0	0	3
DYRK1B	0	0	6
FANCB	0	0	3
FANCA	0	0	56
TIRAP	0	0	7
DYRK1A	0	0	8
FANCC	0	0	25
FANCF	0	0	8
FANCE	0	0	8
FANCG	0	0	18
LHX4	0	0	2
LHX3	0	0	7
LHX2	0	0	4
KIFC1	0	0	1
C18orf8	0	0	1
LHX1	0	0	3
MAP3K10	0	0	19
BCL2L1	0	0	41
MAP3K11	0	0	18
PDCL	0	0	2
ryh1	0	0	1
MAP3K14	1	0	20
MAP3K15	0	0	1
IFNAR1	0	0	8
MAP3K12	0	0	8
IFNAR2	0	0	5
BCL2L2	0	0	11
MAP3K13	0	0	4
Itpr2	0	0	1
N6AMT1	0	0	2
ZNF770	0	0	1
UBP3	0	0	1
IPO4	0	0	7
UBP1	0	0	1
FGF1	0	1,00	12
FGF2	0	0	14
IPO7	0	0	5
IPO8	0	0	3
FGF3	0	0	1
EDC3	0	0	5
IPO5	0	0	14
Dnmt1	0	0	1
NPEPPS	0	0	5
EDC4	0	0	1
FGF7	0	0	2
